"","Cell","Cell_type"
"166","C_166","AT2 cell"
"167","C_167","AT2 cell"
"168","C_168","AT2 cell"
"169","C_169","AT2 cell"
"170","C_170","AT2 cell"
"171","C_171","AT2 cell"
"172","C_172","AT2 cell"
"173","C_173","AT2 cell"
"174","C_174","AT2 cell"
"175","C_175","AT2 cell"
"176","C_176","AT2 cell"
"177","C_177","AT2 cell"
"178","C_178","AT2 cell"
"179","C_179","AT2 cell"
"180","C_180","AT2 cell"
"181","C_181","AT2 cell"
"182","C_182","AT2 cell"
"183","C_183","AT2 cell"
"184","C_184","AT2 cell"
"185","C_185","AT2 cell"
"186","C_186","AT2 cell"
"187","C_187","AT2 cell"
"188","C_188","AT2 cell"
"189","C_189","AT2 cell"
"190","C_190","AT2 cell"
"191","C_191","AT2 cell"
"192","C_192","AT2 cell"
"193","C_193","AT2 cell"
"194","C_194","AT2 cell"
"195","C_195","AT2 cell"
"196","C_196","AT2 cell"
"197","C_197","AT2 cell"
"198","C_198","AT2 cell"
"199","C_199","AT2 cell"
"200","C_200","AT2 cell"
"201","C_201","AT2 cell"
"202","C_202","AT2 cell"
"203","C_203","AT2 cell"
"204","C_204","AT2 cell"
"205","C_205","Neutrophil (RPS high)"
"206","C_206","AT2 cell"
"207","C_207","AT2 cell"
"208","C_208","AT2 cell"
"209","C_209","AT2 cell"
"210","C_210","AT2 cell"
"211","C_211","AT2 cell"
"212","C_212","AT2 cell"
"213","C_213","AT2 cell"
"214","C_214","AT2 cell"
"215","C_215","AT2 cell"
"216","C_216","AT2 cell"
"217","C_217","Endothelial cell (endothelial to mesenchymal transition)"
"218","C_218","AT2 cell"
"219","C_219","AT2 cell"
"220","C_220","AT2 cell"
"221","C_221","AT2 cell"
"222","C_222","AT2 cell"
"223","C_223","AT2 cell"
"224","C_224","AT2 cell"
"225","C_225","AT2 cell"
"226","C_226","AT2 cell"
"227","C_227","AT2 cell"
"228","C_228","AT2 cell"
"229","C_229","AT2 cell"
"230","C_230","AT2 cell"
"231","C_231","AT2 cell"
"232","C_232","AT2 cell"
"233","C_233","AT2 cell"
"234","C_234","AT2 cell"
"235","C_235","AT2 cell"
"236","C_236","AT2 cell"
"237","C_237","AT2 cell"
"238","C_238","AT2 cell"
"239","C_239","AT2 cell"
"240","C_240","AT2 cell"
"241","C_241","AT2 cell"
"242","C_242","AT2 cell"
"243","C_243","AT2 cell"
"244","C_244","AT2 cell"
"245","C_245","AT2 cell"
"246","C_246","AT2 cell"
"247","C_247","AT2 cell"
"248","C_248","AT2 cell"
"249","C_249","AT2 cell"
"250","C_250","AT2 cell"
"251","C_251","AT2 cell"
"252","C_252","Endothelial cell (endothelial to mesenchymal transition)"
"253","C_253","AT2 cell"
"254","C_254","AT2 cell"
"255","C_255","AT2 cell"
"256","C_256","AT2 cell"
"257","C_257","AT2 cell"
"258","C_258","AT2 cell"
"259","C_259","AT2 cell"
"260","C_260","AT2 cell"
"261","C_261","AT2 cell"
"262","C_262","AT2 cell"
"263","C_263","AT2 cell"
"264","C_264","AT2 cell"
"265","C_265","AT2 cell"
"266","C_266","AT2 cell"
"267","C_267","AT2 cell"
"268","C_268","AT2 cell"
"269","C_269","AT2 cell"
"270","C_270","AT2 cell"
"271","C_271","AT2 cell"
"272","C_272","AT2 cell"
"273","C_273","AT2 cell"
"274","C_274","AT2 cell"
"275","C_275","AT2 cell"
"276","C_276","AT2 cell"
"277","C_277","AT2 cell"
"278","C_278","AT2 cell"
"279","C_279","AT2 cell"
"280","C_280","AT2 cell"
"281","C_281","AT2 cell"
"282","C_282","AT2 cell"
"283","C_283","AT2 cell"
"284","C_284","AT2 cell"
"285","C_285","AT2 cell"
"286","C_286","AT2 cell"
"287","C_287","AT2 cell"
"288","C_288","AT2 cell"
"289","C_289","AT2 cell"
"290","C_290","AT2 cell"
"291","C_291","AT2 cell"
"292","C_292","AT2 cell"
"293","C_293","AT2 cell"
"294","C_294","AT2 cell"
"295","C_295","AT2 cell"
"296","C_296","Endothelial cell (APC)"
"297","C_297","AT2 cell"
"298","C_298","AT2 cell"
"299","C_299","AT2 cell"
"300","C_300","AT2 cell"
"301","C_301","AT2 cell"
"302","C_302","AT2 cell"
"303","C_303","AT2 cell"
"304","C_304","AT2 cell"
"305","C_305","AT2 cell"
"306","C_306","AT2 cell"
"307","C_307","AT2 cell"
"308","C_308","AT2 cell"
"309","C_309","AT2 cell"
"310","C_310","Stromal cell"
"311","C_311","AT2 cell"
"312","C_312","AT2 cell"
"313","C_313","AT2 cell"
"314","C_314","AT2 cell"
"315","C_315","AT2 cell"
"316","C_316","AT2 cell"
"317","C_317","AT2 cell"
"318","C_318","AT2 cell"
"319","C_319","AT2 cell"
"320","C_320","AT2 cell"
"321","C_321","AT2 cell"
"322","C_322","AT2 cell"
"323","C_323","AT2 cell"
"324","C_324","T cell"
"325","C_325","AT2 cell"
"326","C_326","AT2 cell"
"327","C_327","AT2 cell"
"328","C_328","AT2 cell"
"329","C_329","AT2 cell"
"330","C_330","AT2 cell"
"331","C_331","Fetal epithelial progenitor"
"332","C_332","AT2 cell"
"333","C_333","AT2 cell"
"334","C_334","AT2 cell"
"335","C_335","AT2 cell"
"336","C_336","AT2 cell"
"337","C_337","AT2 cell"
"338","C_338","AT2 cell"
"339","C_339","AT2 cell"
"340","C_340","AT2 cell"
"341","C_341","AT2 cell"
"342","C_342","AT2 cell"
"343","C_343","AT2 cell"
"344","C_344","AT2 cell"
"345","C_345","AT2 cell"
"346","C_346","AT2 cell"
"347","C_347","AT2 cell"
"348","C_348","AT2 cell"
"349","C_349","AT2 cell"
"350","C_350","AT2 cell"
"351","C_351","Endothelial cell (APC)"
"352","C_352","AT2 cell"
"353","C_353","AT2 cell"
"354","C_354","AT2 cell"
"355","C_355","AT2 cell"
"356","C_356","AT2 cell"
"357","C_357","AT2 cell"
"358","C_358","AT2 cell"
"359","C_359","AT2 cell"
"360","C_360","AT2 cell"
"361","C_361","AT2 cell"
"362","C_362","AT2 cell"
"363","C_363","AT2 cell"
"364","C_364","AT2 cell"
"365","C_365","AT2 cell"
"366","C_366","AT2 cell"
"367","C_367","AT2 cell"
"368","C_368","AT2 cell"
"369","C_369","AT2 cell"
"370","C_370","AT2 cell"
"371","C_371","AT2 cell"
"372","C_372","AT2 cell"
"373","C_373","Stratified epithelial cell"
"374","C_374","AT2 cell"
"375","C_375","AT2 cell"
"376","C_376","AT2 cell"
"377","C_377","AT2 cell"
"378","C_378","AT2 cell"
"379","C_379","AT2 cell"
"380","C_380","AT2 cell"
"381","C_381","AT2 cell"
"382","C_382","AT2 cell"
"383","C_383","AT2 cell"
"384","C_384","AT2 cell"
"385","C_385","AT2 cell"
"386","C_386","AT2 cell"
"387","C_387","AT2 cell"
"388","C_388","AT2 cell"
"389","C_389","AT2 cell"
"390","C_390","AT2 cell"
"391","C_391","AT2 cell"
"392","C_392","AT2 cell"
"393","C_393","AT2 cell"
"394","C_394","AT2 cell"
"395","C_395","AT2 cell"
"396","C_396","AT2 cell"
"397","C_397","AT2 cell"
"398","C_398","AT2 cell"
"399","C_399","AT2 cell"
"400","C_400","AT2 cell"
"401","C_401","AT2 cell"
"402","C_402","AT2 cell"
"403","C_403","AT2 cell"
"404","C_404","AT2 cell"
"405","C_405","AT2 cell"
"406","C_406","AT2 cell"
"407","C_407","AT2 cell"
"408","C_408","AT2 cell"
"409","C_409","AT2 cell"
"410","C_410","AT2 cell"
"411","C_411","AT2 cell"
"412","C_412","AT2 cell"
"413","C_413","AT2 cell"
"414","C_414","AT2 cell"
"415","C_415","AT2 cell"
"416","C_416","AT2 cell"
"417","C_417","AT2 cell"
"418","C_418","AT2 cell"
"419","C_419","AT2 cell"
"420","C_420","AT2 cell"
"421","C_421","AT2 cell"
"422","C_422","AT2 cell"
"423","C_423","AT2 cell"
"424","C_424","AT2 cell"
"425","C_425","AT2 cell"
"426","C_426","AT2 cell"
"427","C_427","AT2 cell"
"428","C_428","AT2 cell"
"429","C_429","AT2 cell"
"430","C_430","AT2 cell"
"431","C_431","AT2 cell"
"432","C_432","AT2 cell"
"433","C_433","AT2 cell"
"434","C_434","AT2 cell"
"435","C_435","AT2 cell"
"436","C_436","AT2 cell"
"437","C_437","AT2 cell"
"438","C_438","Endothelial cell (APC)"
"439","C_439","AT2 cell"
"440","C_440","AT2 cell"
"441","C_441","AT2 cell"
"442","C_442","AT2 cell"
"443","C_443","AT2 cell"
"444","C_444","AT2 cell"
"445","C_445","AT2 cell"
"446","C_446","AT2 cell"
"447","C_447","AT2 cell"
"448","C_448","AT2 cell"
"449","C_449","AT2 cell"
"450","C_450","AT2 cell"
"451","C_451","AT2 cell"
"452","C_452","AT2 cell"
"453","C_453","AT2 cell"
"454","C_454","AT2 cell"
"455","C_455","AT2 cell"
"456","C_456","AT2 cell"
"457","C_457","AT2 cell"
"458","C_458","AT2 cell"
"459","C_459","AT2 cell"
"460","C_460","AT2 cell"
"461","C_461","AT2 cell"
"462","C_462","AT2 cell"
"463","C_463","AT2 cell"
"464","C_464","AT2 cell"
"465","C_465","AT2 cell"
"466","C_466","AT2 cell"
"467","C_467","AT2 cell"
"468","C_468","AT2 cell"
"469","C_469","AT2 cell"
"470","C_470","AT2 cell"
"471","C_471","AT2 cell"
"472","C_472","AT2 cell"
"473","C_473","AT2 cell"
"474","C_474","AT2 cell"
"475","C_475","AT2 cell"
"476","C_476","AT2 cell"
"477","C_477","AT2 cell"
"478","C_478","AT2 cell"
"479","C_479","Endothelial cell (APC)"
"480","C_480","AT2 cell"
"481","C_481","AT2 cell"
"482","C_482","AT2 cell"
"483","C_483","AT2 cell"
"484","C_484","AT2 cell"
"485","C_485","AT2 cell"
"486","C_486","AT2 cell"
"487","C_487","AT2 cell"
"488","C_488","AT2 cell"
"489","C_489","AT2 cell"
"490","C_490","AT2 cell"
"491","C_491","AT2 cell"
"492","C_492","AT2 cell"
"493","C_493","AT2 cell"
"494","C_494","T cell"
"495","C_495","AT2 cell"
"496","C_496","AT2 cell"
"497","C_497","AT2 cell"
"498","C_498","AT2 cell"
"499","C_499","AT2 cell"
"500","C_500","Endothelial cell (APC)"
"501","C_501","AT2 cell"
"502","C_502","AT2 cell"
"503","C_503","AT2 cell"
"504","C_504","AT2 cell"
"505","C_505","AT2 cell"
"506","C_506","AT2 cell"
"507","C_507","AT2 cell"
"508","C_508","AT2 cell"
"509","C_509","AT2 cell"
"510","C_510","AT2 cell"
"511","C_511","AT2 cell"
"512","C_512","AT2 cell"
"513","C_513","AT2 cell"
"514","C_514","AT2 cell"
"515","C_515","AT2 cell"
"516","C_516","AT2 cell"
"517","C_517","AT2 cell"
"518","C_518","AT2 cell"
"519","C_519","AT2 cell"
"520","C_520","AT2 cell"
"521","C_521","AT2 cell"
"522","C_522","AT2 cell"
"523","C_523","AT2 cell"
"524","C_524","AT2 cell"
"525","C_525","AT2 cell"
"526","C_526","AT2 cell"
"527","C_527","AT2 cell"
"528","C_528","AT2 cell"
"529","C_529","AT2 cell"
"530","C_530","AT2 cell"
"531","C_531","AT2 cell"
"532","C_532","AT2 cell"
"533","C_533","AT2 cell"
"534","C_534","AT2 cell"
"535","C_535","AT2 cell"
"536","C_536","AT2 cell"
"537","C_537","AT2 cell"
"538","C_538","AT2 cell"
"539","C_539","AT2 cell"
"540","C_540","AT2 cell"
"541","C_541","AT2 cell"
"542","C_542","AT2 cell"
"543","C_543","AT2 cell"
"544","C_544","AT2 cell"
"545","C_545","AT2 cell"
"546","C_546","AT2 cell"
"547","C_547","AT2 cell"
"548","C_548","AT2 cell"
"549","C_549","AT2 cell"
"550","C_550","AT2 cell"
"551","C_551","AT2 cell"
"552","C_552","AT2 cell"
"553","C_553","AT2 cell"
"554","C_554","AT2 cell"
"555","C_555","B cell"
"556","C_556","AT2 cell"
"557","C_557","Goblet cell"
"558","C_558","AT2 cell"
"559","C_559","AT2 cell"
"560","C_560","AT2 cell"
"561","C_561","AT2 cell"
"562","C_562","AT2 cell"
"563","C_563","AT2 cell"
"564","C_564","AT2 cell"
"565","C_565","AT2 cell"
"566","C_566","AT2 cell"
"567","C_567","AT2 cell"
"568","C_568","AT2 cell"
"569","C_569","AT2 cell"
"570","C_570","AT2 cell"
"571","C_571","AT2 cell"
"572","C_572","AT2 cell"
"573","C_573","AT2 cell"
"574","C_574","AT2 cell"
"575","C_575","AT2 cell"
"576","C_576","AT2 cell"
"577","C_577","AT2 cell"
"578","C_578","AT2 cell"
"579","C_579","AT2 cell"
"580","C_580","AT2 cell"
"581","C_581","AT2 cell"
"582","C_582","AT2 cell"
"583","C_583","AT2 cell"
"584","C_584","AT2 cell"
"585","C_585","AT2 cell"
"586","C_586","AT2 cell"
"587","C_587","AT2 cell"
"588","C_588","AT2 cell"
"589","C_589","AT2 cell"
"590","C_590","AT2 cell"
"591","C_591","AT2 cell"
"592","C_592","AT2 cell"
"593","C_593","AT2 cell"
"594","C_594","AT2 cell"
"595","C_595","AT2 cell"
"596","C_596","AT2 cell"
"597","C_597","AT2 cell"
"598","C_598","AT2 cell"
"599","C_599","AT2 cell"
"600","C_600","AT2 cell"
"601","C_601","AT2 cell"
"602","C_602","AT2 cell"
"603","C_603","AT2 cell"
"604","C_604","AT2 cell"
"605","C_605","AT2 cell"
"606","C_606","AT2 cell"
"607","C_607","AT2 cell"
"608","C_608","AT2 cell"
"609","C_609","AT2 cell"
"610","C_610","AT2 cell"
"611","C_611","AT2 cell"
"612","C_612","AT2 cell"
"613","C_613","AT2 cell"
"614","C_614","AT2 cell"
"615","C_615","AT2 cell"
"616","C_616","AT2 cell"
"617","C_617","AT2 cell"
"618","C_618","AT2 cell"
"619","C_619","AT2 cell"
"620","C_620","AT2 cell"
"621","C_621","AT2 cell"
"622","C_622","AT2 cell"
"623","C_623","AT2 cell"
"624","C_624","AT2 cell"
"625","C_625","AT2 cell"
"626","C_626","AT2 cell"
"627","C_627","AT2 cell"
"628","C_628","AT2 cell"
"629","C_629","AT2 cell"
"630","C_630","AT2 cell"
"631","C_631","AT2 cell"
"632","C_632","AT2 cell"
"633","C_633","AT2 cell"
"634","C_634","AT2 cell"
"635","C_635","AT2 cell"
"636","C_636","AT2 cell"
"637","C_637","AT2 cell"
"638","C_638","AT2 cell"
"639","C_639","AT2 cell"
"640","C_640","Smooth muscle cell"
"641","C_641","AT2 cell"
"642","C_642","AT2 cell"
"643","C_643","Smooth muscle cell"
"644","C_644","Endothelial cell (endothelial to mesenchymal transition)"
"645","C_645","AT2 cell"
"646","C_646","Endothelial cell (APC)"
"647","C_647","AT2 cell"
"648","C_648","AT2 cell"
"649","C_649","AT2 cell"
"650","C_650","AT2 cell"
"651","C_651","AT2 cell"
"652","C_652","AT2 cell"
"653","C_653","AT2 cell"
"654","C_654","AT2 cell"
"655","C_655","AT2 cell"
"656","C_656","AT2 cell"
"657","C_657","AT2 cell"
"658","C_658","AT2 cell"
"659","C_659","AT2 cell"
"660","C_660","AT2 cell"
"661","C_661","AT2 cell"
"662","C_662","AT2 cell"
"663","C_663","AT2 cell"
"664","C_664","AT2 cell"
"665","C_665","Endothelial cell (endothelial to mesenchymal transition)"
"666","C_666","AT2 cell"
"667","C_667","AT2 cell"
"668","C_668","AT2 cell"
"669","C_669","Endothelial cell (APC)"
"670","C_670","AT2 cell"
"671","C_671","AT2 cell"
"672","C_672","AT2 cell"
"673","C_673","AT2 cell"
"674","C_674","AT2 cell"
"675","C_675","AT2 cell"
"676","C_676","AT2 cell"
"677","C_677","AT2 cell"
"678","C_678","AT2 cell"
"679","C_679","AT2 cell"
"680","C_680","AT2 cell"
"681","C_681","AT2 cell"
"682","C_682","AT2 cell"
"683","C_683","AT2 cell"
"684","C_684","AT2 cell"
"685","C_685","AT2 cell"
"686","C_686","AT2 cell"
"687","C_687","AT2 cell"
"688","C_688","AT2 cell"
"689","C_689","AT2 cell"
"690","C_690","B cell"
"691","C_691","AT2 cell"
"692","C_692","AT2 cell"
"693","C_693","AT2 cell"
"694","C_694","AT2 cell"
"695","C_695","Endothelial cell (endothelial to mesenchymal transition)"
"696","C_696","AT2 cell"
"697","C_697","AT2 cell"
"698","C_698","AT2 cell"
"699","C_699","AT2 cell"
"700","C_700","AT2 cell"
"701","C_701","AT2 cell"
"702","C_702","AT2 cell"
"703","C_703","AT2 cell"
"704","C_704","AT2 cell"
"705","C_705","AT2 cell"
"706","C_706","AT2 cell"
"707","C_707","AT2 cell"
"708","C_708","AT2 cell"
"709","C_709","AT2 cell"
"710","C_710","AT2 cell"
"711","C_711","AT2 cell"
"712","C_712","AT2 cell"
"713","C_713","AT2 cell"
"714","C_714","AT2 cell"
"715","C_715","AT2 cell"
"716","C_716","AT2 cell"
"717","C_717","AT2 cell"
"718","C_718","AT2 cell"
"719","C_719","AT2 cell"
"720","C_720","AT2 cell"
"721","C_721","AT2 cell"
"722","C_722","AT2 cell"
"723","C_723","AT2 cell"
"724","C_724","AT2 cell"
"725","C_725","AT2 cell"
"726","C_726","AT2 cell"
"727","C_727","AT2 cell"
"728","C_728","AT2 cell"
"729","C_729","AT2 cell"
"730","C_730","AT2 cell"
"731","C_731","AT2 cell"
"732","C_732","AT2 cell"
"733","C_733","AT2 cell"
"734","C_734","AT2 cell"
"735","C_735","AT2 cell"
"736","C_736","AT2 cell"
"737","C_737","AT2 cell"
"738","C_738","AT2 cell"
"739","C_739","AT2 cell"
"740","C_740","AT2 cell"
"741","C_741","AT2 cell"
"742","C_742","AT2 cell"
"743","C_743","AT2 cell"
"744","C_744","AT2 cell"
"745","C_745","AT2 cell"
"746","C_746","AT2 cell"
"747","C_747","AT2 cell"
"748","C_748","AT2 cell"
"749","C_749","AT2 cell"
"750","C_750","AT2 cell"
"751","C_751","AT2 cell"
"752","C_752","AT2 cell"
"753","C_753","AT2 cell"
"754","C_754","AT2 cell"
"755","C_755","AT2 cell"
"756","C_756","AT2 cell"
"757","C_757","AT2 cell"
"758","C_758","AT2 cell"
"759","C_759","AT2 cell"
"760","C_760","AT2 cell"
"761","C_761","AT2 cell"
"762","C_762","AT2 cell"
"763","C_763","AT2 cell"
"764","C_764","AT2 cell"
"765","C_765","AT2 cell"
"766","C_766","AT2 cell"
"767","C_767","AT2 cell"
"768","C_768","AT2 cell"
"769","C_769","AT2 cell"
"770","C_770","AT2 cell"
"771","C_771","AT2 cell"
"772","C_772","AT2 cell"
"773","C_773","AT2 cell"
"774","C_774","AT2 cell"
"775","C_775","Endothelial cell (APC)"
"776","C_776","AT2 cell"
"777","C_777","AT2 cell"
"778","C_778","AT2 cell"
"779","C_779","Endothelial cell (APC)"
"780","C_780","AT2 cell"
"781","C_781","AT2 cell"
"782","C_782","AT2 cell"
"783","C_783","AT2 cell"
"784","C_784","AT2 cell"
"785","C_785","AT2 cell"
"786","C_786","AT2 cell"
"787","C_787","AT2 cell"
"788","C_788","AT2 cell"
"789","C_789","AT2 cell"
"790","C_790","AT2 cell"
"791","C_791","AT2 cell"
"792","C_792","AT2 cell"
"793","C_793","AT2 cell"
"794","C_794","AT2 cell"
"795","C_795","AT2 cell"
"796","C_796","AT2 cell"
"797","C_797","AT2 cell"
"798","C_798","AT2 cell"
"799","C_799","AT2 cell"
"800","C_800","AT2 cell"
"801","C_801","AT2 cell"
"802","C_802","AT2 cell"
"803","C_803","AT2 cell"
"804","C_804","AT2 cell"
"805","C_805","AT2 cell"
"806","C_806","AT2 cell"
"807","C_807","AT2 cell"
"808","C_808","AT2 cell"
"809","C_809","AT2 cell"
"810","C_810","AT2 cell"
"811","C_811","AT2 cell"
"812","C_812","AT2 cell"
"813","C_813","AT2 cell"
"814","C_814","AT2 cell"
"815","C_815","AT2 cell"
"816","C_816","AT2 cell"
"817","C_817","AT2 cell"
"818","C_818","AT2 cell"
"819","C_819","AT2 cell"
"820","C_820","AT2 cell"
"821","C_821","AT2 cell"
"822","C_822","AT2 cell"
"823","C_823","AT2 cell"
"824","C_824","AT2 cell"
"825","C_825","AT2 cell"
"826","C_826","AT2 cell"
"827","C_827","Endothelial cell (APC)"
"828","C_828","AT2 cell"
"829","C_829","AT2 cell"
"830","C_830","AT2 cell"
"831","C_831","Endothelial cell (APC)"
"832","C_832","Endothelial cell (APC)"
"833","C_833","AT2 cell"
"834","C_834","AT2 cell"
"835","C_835","AT2 cell"
"836","C_836","AT2 cell"
"837","C_837","Endothelial cell (APC)"
"838","C_838","AT2 cell"
"839","C_839","AT2 cell"
"840","C_840","AT2 cell"
"841","C_841","AT2 cell"
"842","C_842","AT2 cell"
"843","C_843","AT2 cell"
"844","C_844","AT2 cell"
"845","C_845","AT2 cell"
"846","C_846","AT2 cell"
"847","C_847","AT2 cell"
"848","C_848","AT2 cell"
"849","C_849","AT2 cell"
"850","C_850","AT2 cell"
"851","C_851","AT2 cell"
"852","C_852","AT2 cell"
"853","C_853","AT2 cell"
"854","C_854","AT2 cell"
"855","C_855","AT2 cell"
"856","C_856","AT2 cell"
"857","C_857","AT2 cell"
"858","C_858","AT2 cell"
"859","C_859","AT2 cell"
"860","C_860","AT2 cell"
"861","C_861","AT2 cell"
"862","C_862","AT2 cell"
"863","C_863","AT2 cell"
"864","C_864","AT2 cell"
"865","C_865","AT2 cell"
"866","C_866","AT2 cell"
"867","C_867","AT2 cell"
"868","C_868","AT2 cell"
"869","C_869","AT2 cell"
"870","C_870","AT2 cell"
"871","C_871","AT2 cell"
"872","C_872","AT2 cell"
"873","C_873","AT2 cell"
"874","C_874","AT2 cell"
"875","C_875","AT2 cell"
"876","C_876","AT2 cell"
"877","C_877","AT2 cell"
"878","C_878","AT2 cell"
"879","C_879","AT2 cell"
"880","C_880","AT2 cell"
"881","C_881","AT2 cell"
"882","C_882","AT2 cell"
"883","C_883","AT2 cell"
"884","C_884","AT2 cell"
"885","C_885","AT2 cell"
"886","C_886","AT2 cell"
"887","C_887","AT2 cell"
"888","C_888","AT2 cell"
"889","C_889","AT2 cell"
"890","C_890","AT2 cell"
"891","C_891","AT2 cell"
"892","C_892","AT2 cell"
"893","C_893","AT2 cell"
"894","C_894","AT2 cell"
"895","C_895","AT2 cell"
"896","C_896","Endothelial cell (APC)"
"897","C_897","Endothelial cell (APC)"
"898","C_898","AT2 cell"
"899","C_899","AT2 cell"
"900","C_900","AT2 cell"
"901","C_901","AT2 cell"
"902","C_902","AT2 cell"
"903","C_903","AT2 cell"
"904","C_904","AT2 cell"
"905","C_905","AT2 cell"
"906","C_906","AT2 cell"
"907","C_907","AT2 cell"
"908","C_908","AT2 cell"
"909","C_909","AT2 cell"
"910","C_910","AT2 cell"
"911","C_911","AT2 cell"
"912","C_912","AT2 cell"
"913","C_913","AT2 cell"
"914","C_914","Endothelial cell (endothelial to mesenchymal transition)"
"915","C_915","Endothelial cell (endothelial to mesenchymal transition)"
